index,longitude,latitude,std_geohash_code,std_geohash_diff,std_geohash_abs_diff,mbr_geohash_code,mbr_geohash_diff,mbr_geohash_abs_diff,hilbert_code,hilbert_diff,hilbert_abs_diff
29485,116.29301900,39.98885300,2034400831864825,-94682,94682,366971929367,84568,84568,366742487614,37716,37716
29486,116.29308600,39.98851700,2034400832031470,166645,166645,366971918248,-11119,11119,366742486612,-1002,1002
29487,116.29317100,39.98826400,2034400832029508,-1962,1962,366971918766,518,518,366742484825,-1787,1787
29488,116.29321300,39.98799400,2034400832005804,-23704,23704,366971916164,-2602,2602,366742473446,-11379,11379
29489,116.29329300,39.98767300,2034400831999241,-6563,6563,366971920592,4428,4428,366742474938,1492,1492
29490,116.29335000,39.98728900,2034400831645645,-353596,353596,366971876191,-44401,44401,366742554704,79766,79766
29491,116.29341400,39.98686000,2034400831639709,-5936,5936,366971874385,-1806,1806,366742567153,12449,12449
29492,116.29342000,39.98639100,2034400831609418,-30291,30291,366971862291,-12094,12094,366742569368,2215,2215
29493,116.29347600,39.98594500,2034400831518981,-90437,90437,366971861153,-1138,1138,366742570587,1219,1219
29494,116.29354600,39.98551200,2034400831509674,-9307,9307,366971857628,-3525,3525,366742585240,14653,14653
29495,116.29363700,39.98511000,2034400831485217,-24457,24457,366971179509,-678119,678119,366742608133,22893,22893
29496,116.29367200,39.98471900,2034400830078879,-1406338,1406338,366971176715,-2794,2794,366742611108,2975,2975
29497,116.29370800,39.98436500,2034400830070742,-8137,8137,366971175581,-1134,1134,366742612947,1839,1839
29498,116.29373600,39.98396200,2034400830056621,-14121,14121,366971164992,-10589,10589,366742632384,19437,19437
29499,116.29383100,39.98348100,2034400830047027,-9594,9594,366971161439,-3553,3553,366742627408,-4976,4976
29500,116.29390500,39.98293400,2034400829951151,-95876,95876,366971122007,-39432,39432,366742840318,212910,212910
29501,116.29372100,39.98244600,2034400829923872,-27279,27279,366971111091,-10916,10916,366742834504,-5814,5814
29502,116.29333600,39.98216100,2034400829900779,-23093,23093,366971085328,-25763,25763,366742829882,-4622,4622
29503,116.29288000,39.98231300,2034400829726362,-174417,174417,366970989366,-95962,95962,366742738061,-91821,91821
29504,116.29250800,39.98276600,2034400829751806,25444,25444,366970984655,-4711,4711,366742746250,8189,8189
29505,116.29272100,39.98317900,2034400829764276,12470,12470,366970992504,7849,7849,366742734052,-12198,12198
29506,116.29338000,39.98350000,2034400830034561,270285,270285,366971135619,143115,143115,366742641986,-92066,92066
29507,116.29402700,39.98366600,2034400830050155,15594,15594,366971168665,33046,33046,366742625911,-16075,16075
29508,116.29480900,39.98369600,2034400830102247,52092,52092,366976773986,5605321,5605321,366740476115,-2149796,2149796
29509,116.29561800,39.98370900,2034400830119598,17351,17351,366976894828,120842,120842,366740376696,-99419,99419
29510,116.29641600,39.98372500,2034400830829853,710255,710255,366976929650,34822,34822,366740392545,15849,15849
29511,116.29722400,39.98373200,2034400830890075,60222,60222,366977296249,366599,366599,366739568237,-824308,824308
29512,116.29804600,39.98373600,2034400830907445,17370,17370,366977331161,34912,34912,366739583031,14794,14794
29513,116.29883600,39.98375400,2034400831087982,180537,180537,366977451903,120742,120742,366739484352,-98679,98679
29514,116.29964600,39.98378500,2034400831107491,19509,19509,366978865797,1413894,1413894,366739436869,-47483,47483
29515,116.30040700,39.98380000,2034400831157077,49586,49586,366978904251,38454,38454,366739409644,-27225,27225
29516,116.30127100,39.98381900,2034400842359328,11202251,11202251,366979005087,100836,100836,366739337168,-72476,72476
29517,116.30225500,39.98385100,2034400842377117,17789,17789,366979390191,385104,385104,366738513680,-823488,823488
29518,116.30323300,39.98389000,2034400842431574,54457,54457,366979518557,128366,128366,366738452731,-60949,60949
29519,116.30406300,39.98392200,2034400842623082,191508,191508,366979553583,35026,35026,366738438032,-14699,14699
29520,116.30483800,39.98393200,2034400842639811,16729,16729,367001940242,22386659,22386659,366717379507,-21058525,21058525
29521,116.30555200,39.98386600,2034400842687476,47665,47665,367001972986,32744,32744,366717395109,15602,15602
29522,116.30611800,39.98385300,2034400842703517,16041,16041,367002071109,98123,98123,366717209285,-185824,185824
29523,116.30670700,39.98386700,2034400842708915,5398,5398,367002098290,27181,27181,366717230945,21660,21660
29524,116.30709100,39.98388200,2034400843409403,700488,700488,367002456156,357866,357866,366717153528,-77417,77417
29525,116.30744800,39.98390300,2034400843414879,5476,5476,367002464643,8487,8487,366717143490,-10038,10038
29526,116.30794600,39.98394200,2034400843430362,15483,15483,367002491313,26670,26670,366717138761,-4729,4729
29527,116.30854800,39.98399100,2034400843479664,49302,49302,367002589541,98228,98228,366717050229,-88532,88532
29528,116.30922700,39.98407600,2034400843518031,38367,38367,367002623131,33590,33590,366717072092,21863,21863
29529,116.30984800,39.98409900,2034400843695573,177542,177542,367004032104,1408973,1408973,366719898324,2826232,2826232
29530,116.31027400,39.98414900,2034400843711062,15489,15489,367004040926,8822,8822,366719894427,-3897,3897
29531,116.31062600,39.98418200,2034400843715370,4308,4308,367004071174,30248,30248,366719919367,24940,24940
29532,116.31104400,39.98418000,2034400843760510,45140,45140,367004161825,90651,90651,366719843507,-75860,75860
29533,116.31154400,39.98417500,2034400843765613,5103,5103,367004172161,10336,10336,366719828161,-15346,15346
29534,116.31200800,39.98419400,2034400843780995,15382,15382,367004202789,30628,30628,366719812767,-15394,15394
29535,116.31239000,39.98417600,2034400846578537,2797542,2797542,367004556545,353756,353756,366719736067,-76700,76700
29536,116.31264300,39.98418100,2034400846582378,3841,3841,367004563209,6664,6664,366719739405,3338,3338
29537,116.31264200,39.98417300,2034400846582333,-45,45,367004563208,-1,1,366719739406,1,1
29538,116.31264000,39.98417400,2034400846582333,0,0,367004563209,1,1,366719739405,-1,1
29539,116.31264000,39.98417400,2034400846582333,0,0,367004563209,0,0,366719739405,0,0
29540,116.31263400,39.98417300,2034400846582332,-1,1,367004563202,-7,7,366719739393,-12,12
29541,116.31262200,39.98417200,2034400846582322,-10,10,367004562856,-346,346,366719739390,-3,3
29542,116.31276200,39.98411800,2034400846582238,-84,84,367004564684,1828,1828,366719740040,650,650
29543,116.31292700,39.98409900,2034400846583249,1011,1011,367004587210,22526,22526,366719761541,21501,21501
29544,116.31307400,39.98406000,2034400846594370,11121,11121,367004589189,1979,1979,366719759055,-2486,2486
29545,116.31323300,39.98402600,2034400846573468,-20902,20902,367004594645,5456,5456,366719754645,-4410,4410
29546,116.31353000,39.98401100,2034400846577275,3807,3807,367004684635,89990,89990,366719572318,-182327,182327
29547,116.31389600,39.98402600,2034400846622601,45326,45326,367004692981,8346,8346,366719568815,-3503,3503
29548,116.31437400,39.98403000,2034400846637774,15173,15173,367004720266,27285,27285,366719588431,19616,19616
29549,116.31479400,39.98401300,2034400846642113,4339,4339,367004728318,8052,8052,366719593475,5044,5044
29550,116.31509200,39.98405600,2034400846840064,197951,197951,367010324109,5595791,5595791,366720922595,1329120,1329120
29551,116.31513500,39.98409700,2034400846840170,106,106,367010329672,5563,5563,366720921294,-1301,1301
29552,116.31511900,39.98410600,2034400846840211,41,41,367010324203,-5469,5469,366720922558,1264,1264
29553,116.31518300,39.98411900,2034400846840993,782,782,367010329828,5625,5625,366720921140,-1418,1418
29554,116.31542600,39.98419400,2034400846844630,3637,3637,367010332581,2753,2753,366720920159,-981,981
29555,116.31562800,39.98421100,2034400846845874,1244,1244,367010356531,23950,23950,366720963362,43203,43203
29556,116.31576600,39.98419800,2034400846856924,11050,11050,367010362629,6098,6098,366720962479,-883,883
29557,116.31607500,39.98422600,2034400846860991,4067,4067,367010365367,2738,2738,366720958532,-3947,3947
29558,116.31648100,39.98420200,2034400846906255,45264,45264,367010461112,95745,95745,366720986980,28448,28448
29559,116.31693300,39.98410800,2034400846910615,4360,4360,367010487489,26377,26377,366721028649,41669,41669
29560,116.31753700,39.98413100,2034400846926312,15697,15697,367010847824,360335,360335,366721184346,155697,155697
29561,116.31817000,39.98417900,2034400847630974,704662,704662,367010879401,31577,31577,366721225815,41469,41469
29562,116.31846400,39.98414000,2034400847642811,11837,11837,367010887379,7978,7978,366721224120,-1695,1695
29563,116.31851700,39.98400500,2034400847620733,-22078,22078,367010888027,648,648,366721222646,-1474,1474
29564,116.31850400,39.98375900,2034400847618256,-2477,2477,367010887682,-345,345,366721222313,-333,333
29565,116.31851100,39.98337900,2034400847609948,-8308,8308,367010883853,-3829,3829,366721236387,14074,14074
29566,116.31853300,39.98296400,2034400847514404,-95544,95544,367010839598,-44255,44255,366721148953,-87434,87434
29567,116.31856500,39.98281500,2034400847512512,-1892,1892,367010838947,-651,651,366721148760,-193,193
29568,116.31856500,39.98281500,2034400847512512,0,0,367010838947,0,0,366721148760,0,0
29569,116.31857100,39.98281600,2034400847512515,3,3,367010838953,6,6,366721148759,-1,1
29570,116.31861700,39.98272700,2034400847512705,190,190,367010839102,149,149,366721148203,-556,556
29571,116.31867700,39.98259700,2034400847490640,-22065,22065,367010923807,84705,84705,366721328528,180325,180325
29572,116.31863400,39.98237600,2034400847488058,-2582,2582,367010835419,-88388,88388,366721144500,-184028,184028
29573,116.31847900,39.98213900,2034400847479496,-8562,8562,367010833057,-2362,2362,366721143801,-699,699
29574,116.31832700,39.98191800,2034400847117895,-361601,361601,367010815677,-17380,17380,366721135553,-8248,8248
29575,116.31826000,39.98160000,2034400847108989,-8906,8906,367010814468,-1209,1209,366721136044,491,491
29576,116.31827400,39.98110500,2034400847083145,-25844,25844,367010810442,-4026,4026,366721126213,-9831,9831
29577,116.31833900,39.98068400,2034400847074523,-8622,8622,367010640148,-170294,170294,366721436054,309841,309841
29578,116.31850700,39.98040300,2034400846996091,-78432,78432,367010639123,-1025,1025,366721438104,2050,2050
29579,116.31858300,39.98028100,2034400846995781,-310,310,367010639383,260,260,366721438526,422,422
29580,116.31859300,39.98027800,2034400846990331,-5450,5450,367010639390,7,7,366721438515,-11,11
29581,116.31857900,39.98027600,2034400846990318,-13,13,367010639380,-10,10,366721438524,9,9
29582,116.31857900,39.98027600,2034400846990318,0,0,367010639380,0,0,366721438524,0,0
29583,116.31857700,39.98027200,2034400846990316,-2,2,367010639038,-342,342,366721438443,-81,81
29584,116.31858000,39.98025800,2034400846990308,-8,8,367010639376,338,338,366721438522,79,79
29585,116.31861600,39.98025000,2034400846990985,677,677,367010639407,31,31,366721438490,-32,32
29586,116.31863400,39.98022500,2034400846990904,-81,81,367010639498,91,91,366721438703,213,213
29587,116.31867200,39.98008800,2034400846989040,-1864,1864,367010726152,86654,86654,366721418150,-20553,20553
29588,116.31872400,39.97989600,2034400846966673,-22367,22367,367010715107,-11045,11045,366721417106,-1044,1044
29589,116.31882500,39.97961600,2034400846966880,207,207,367010715970,863,863,366721415105,-2001,2001
29590,116.31882500,39.97926500,2034400846958666,-8214,8214,367010712663,-3307,3307,366721409620,-5485,5485
29591,116.31878900,39.97887900,2034400841357963,-5600703,5600703,367010710156,-2507,2507,366721411426,1806,1806
29592,116.31880500,39.97860200,2034400841355322,-2641,2641,367010666147,-44009,44009,366721587192,175766,175766
29593,116.31884300,39.97857200,2034400841355335,13,13,367010666868,721,721,366721588556,1364,1364
29594,116.31886400,39.97854800,2034400841333495,-21840,21840,367010666949,81,81,366721588527,-29,29
29595,116.31883200,39.97841600,2034400841332833,-662,662,367010666573,-376,376,366721588835,308,308
29596,116.31885600,39.97817600,2034400841325268,-7565,7565,367010663551,-3022,3022,366721583210,-5625,5625
29597,116.31886800,39.97782400,2034400841235240,-90028,90028,367010662550,-1001,1001,366721582295,-915,915
29598,116.31885100,39.97741900,2034400841226459,-8781,8781,367010650428,-12122,12122,366721578792,-3503,3503
29599,116.31890000,39.97685000,2034400841199892,-26567,26567,367010646789,-3639,3639,366721567919,-10873,10873
29600,116.31892500,39.97632800,2034400840840175,-359717,359717,366999460662,-11186127,11186127,366711207053,-10360866,10360866
29601,116.31890800,39.97573600,2034400840809282,-30893,30893,366999456514,-4148,4148,366711196841,-10212,10212
29602,116.31894500,39.97514300,2034400840798556,-10726,10726,366999444166,-12348,12348,366711190919,-5922,5922
29603,116.31899200,39.97478600,2034400840709141,-89415,89415,366999446536,2370,2370,366711184398,-6521,6521
29604,116.31902100,39.97444700,2034400840701011,-8130,8130,366999401920,-44616,44616,366711367040,182642,182642
29605,116.31903600,39.97405600,2034400840670933,-30078,30078,366999400654,-1266,1266,366711365769,-1271,1271
29606,116.31905400,39.97375500,2034400840668421,-2512,2512,366999397565,-3089,3089,366711371497,5728,5728
29607,116.31904000,39.97354800,2034400839268226,-1400195,1400195,366999396597,-968,968,366711372293,796,796
29608,116.31907400,39.97348000,2034400839267764,-462,462,366999396893,296,296,366711372593,300,300
29609,116.31907100,39.97347400,2034400839267742,-22,22,366999396892,-1,1,366711372594,1,1
29610,116.31907100,39.97347400,2034400839267742,0,0,366999396892,0,0,366711372594,0,0
29611,116.31907100,39.97347500,2034400839267742,0,0,366999396892,0,0,366711372594,0,0
29612,116.31908800,39.97348000,2034400839267809,67,67,366999396919,27,27,366711372588,-6,6
29613,116.31910800,39.97349300,2034400839267835,26,26,366999397058,139,139,366711372675,87,87
29614,116.31912100,39.97349300,2034400839267839,4,4,366999397088,30,30,366711372730,55,55
29615,116.31912100,39.97349300,2034400839267839,0,0,366999397088,0,0,366711372730,0,0
29616,116.31912600,39.97349300,2034400839311530,43691,43691,366999397090,2,2,366711372731,1,1
29617,116.31914400,39.97352900,2034400839311922,392,392,366999398480,1390,1390,366711373040,309,309
29618,116.31913600,39.97357300,2034400839312044,122,122,366999397291,-1189,1189,366711371860,-1180,1180
29619,116.31913100,39.97362700,2034400839313537,1493,1493,366999397352,61,61,366711371838,-22,22
29620,116.31919500,39.97371500,2034400839314129,592,592,366999399564,2212,2212,366711370338,-1500,1500
29621,116.31915800,39.97376500,2034400840712214,1398085,1398085,366999399498,-66,66,366711370447,109,109
29622,116.31912600,39.97380500,2034400840712322,108,108,366999398131,-1367,1367,366711371682,1235,1235
29623,116.31908800,39.97385600,2034400840669001,-43321,43321,366999398183,52,52,366711370910,-772,772
29624,116.31904800,39.97390700,2034400840669092,91,91,366999397859,-324,324,366711371032,122,122
29625,116.31901900,39.97394400,2034400840670298,1206,1206,366999397755,-104,104,366711371076,44,44
29626,116.31902900,39.97400100,2034400840670454,156,156,366999400594,2839,2839,366711365851,-5225,5225
29627,116.31903300,39.97404900,2034400840670845,391,391,366999400649,55,55,366711365767,-84,84
29628,116.31901400,39.97408900,2034400840670957,112,112,366999400572,-77,77,366711365736,-31,31
29629,116.31898100,39.97412000,2034400840676401,5444,5444,366999400708,136,136,366711366572,836,836
29630,116.31892700,39.97414400,2034400840675781,-620,620,366999395123,-5585,5585,366711364744,-1828,1828
